n,tempo_ms,Ologn,On,Onlogn,On2,On3,O2n
36652,6.4115e-05,15.1616,36652,555703,1.34337e+09,4.92372e+13,1.04858e+06
36654,6.2737e-05,15.1617,36654,555736,1.34352e+09,4.92452e+13,1.04858e+06
36656,6.0178e-05,15.1618,36656,555770,1.34366e+09,4.92533e+13,1.04858e+06
36658,6.1367e-05,15.1618,36658,555803,1.34381e+09,4.92613e+13,1.04858e+06
36660,6.1225e-05,15.1619,36660,555836,1.34396e+09,4.92694e+13,1.04858e+06
36662,7.5359e-05,15.162,36662,555869,1.3441e+09,4.92775e+13,1.04858e+06
36664,5.9989e-05,15.1621,36664,555902,1.34425e+09,4.92855e+13,1.04858e+06
36666,9.7489e-05,15.1622,36666,555936,1.3444e+09,4.92936e+13,1.04858e+06
36668,6.1435e-05,15.1622,36668,555969,1.34454e+09,4.93017e+13,1.04858e+06
36670,6.3258e-05,15.1623,36670,556002,1.34469e+09,4.93097e+13,1.04858e+06
36672,6.049e-05,15.1624,36672,556035,1.34484e+09,4.93178e+13,1.04858e+06
36674,9.8736e-05,15.1625,36674,556068,1.34498e+09,4.93259e+13,1.04858e+06
36676,6.2071e-05,15.1625,36676,556102,1.34513e+09,4.9334e+13,1.04858e+06
36678,6.068e-05,15.1626,36678,556135,1.34528e+09,4.9342e+13,1.04858e+06
36680,6.0393e-05,15.1627,36680,556168,1.34542e+09,4.93501e+13,1.04858e+06
36682,5.9871e-05,15.1628,36682,556201,1.34557e+09,4.93582e+13,1.04858e+06
36684,6.2489e-05,15.1629,36684,556234,1.34572e+09,4.93662e+13,1.04858e+06
36686,7.7902e-05,15.1629,36686,556268,1.34586e+09,4.93743e+13,1.04858e+06
36688,9.8989e-05,15.163,36688,556301,1.34601e+09,4.93824e+13,1.04858e+06
36690,5.9462e-05,15.1631,36690,556334,1.34616e+09,4.93905e+13,1.04858e+06
36692,6.0848e-05,15.1632,36692,556367,1.3463e+09,4.93985e+13,1.04858e+06
36694,5.9067e-05,15.1633,36694,556401,1.34645e+09,4.94066e+13,1.04858e+06
36696,6.209e-05,15.1633,36696,556434,1.3466e+09,4.94147e+13,1.04858e+06
36698,7.2729e-05,15.1634,36698,556467,1.34674e+09,4.94228e+13,1.04858e+06
36700,6.3941e-05,15.1635,36700,556500,1.34689e+09,4.94309e+13,1.04858e+06
36702,6.4742e-05,15.1636,36702,556533,1.34704e+09,4.94389e+13,1.04858e+06
36704,6.0581e-05,15.1636,36704,556567,1.34718e+09,4.9447e+13,1.04858e+06
36706,6.2112e-05,15.1637,36706,556600,1.34733e+09,4.94551e+13,1.04858e+06
36708,6.2116e-05,15.1638,36708,556633,1.34748e+09,4.94632e+13,1.04858e+06
36710,6.0388e-05,15.1639,36710,556666,1.34762e+09,4.94713e+13,1.04858e+06
36712,6.0362e-05,15.164,36712,556699,1.34777e+09,4.94794e+13,1.04858e+06
36714,9.4947e-05,15.164,36714,556733,1.34792e+09,4.94875e+13,1.04858e+06
36716,6.2587e-05,15.1641,36716,556766,1.34806e+09,4.94955e+13,1.04858e+06
36718,0.000101768,15.1642,36718,556799,1.34821e+09,4.95036e+13,1.04858e+06
36720,6.0254e-05,15.1643,36720,556832,1.34836e+09,4.95117e+13,1.04858e+06
36722,5.9884e-05,15.1644,36722,556866,1.34851e+09,4.95198e+13,1.04858e+06
36724,6.1416e-05,15.1644,36724,556899,1.34865e+09,4.95279e+13,1.04858e+06
36726,6.4956e-05,15.1645,36726,556932,1.3488e+09,4.9536e+13,1.04858e+06
36728,6.4348e-05,15.1646,36728,556965,1.34895e+09,4.95441e+13,1.04858e+06
36730,5.9165e-05,15.1647,36730,556998,1.34909e+09,4.95522e+13,1.04858e+06
36732,6.1948e-05,15.1647,36732,557032,1.34924e+09,4.95603e+13,1.04858e+06
36734,6.4948e-05,15.1648,36734,557065,1.34939e+09,4.95684e+13,1.04858e+06
36736,9.3269e-05,15.1649,36736,557098,1.34953e+09,4.95765e+13,1.04858e+06
36738,6.0698e-05,15.165,36738,557131,1.34968e+09,4.95846e+13,1.04858e+06
36740,6.1697e-05,15.1651,36740,557164,1.34983e+09,4.95927e+13,1.04858e+06
36742,9.1848e-05,15.1651,36742,557198,1.34997e+09,4.96008e+13,1.04858e+06
36744,6.3906e-05,15.1652,36744,557231,1.35012e+09,4.96089e+13,1.04858e+06
36746,6.1203e-05,15.1653,36746,557264,1.35027e+09,4.9617e+13,1.04858e+06
36748,6.3448e-05,15.1654,36748,557297,1.35042e+09,4.96251e+13,1.04858e+06
36750,6.4305e-05,15.1655,36750,557331,1.35056e+09,4.96332e+13,1.04858e+06
36752,6.0419e-05,15.1655,36752,557364,1.35071e+09,4.96413e+13,1.04858e+06
36754,6.1236e-05,15.1656,36754,557397,1.35086e+09,4.96494e+13,1.04858e+06
36756,6.1147e-05,15.1657,36756,557430,1.351e+09,4.96575e+13,1.04858e+06
36758,7.2129e-05,15.1658,36758,557463,1.35115e+09,4.96656e+13,1.04858e+06
36760,6.8077e-05,15.1658,36760,557497,1.3513e+09,4.96737e+13,1.04858e+06
36762,6.7825e-05,15.1659,36762,557530,1.35144e+09,4.96818e+13,1.04858e+06
36764,7.1477e-05,15.166,36764,557563,1.35159e+09,4.96899e+13,1.04858e+06
36766,7.274e-05,15.1661,36766,557596,1.35174e+09,4.9698e+13,1.04858e+06
36768,6.7199e-05,15.1662,36768,557629,1.35189e+09,4.97061e+13,1.04858e+06
36770,6.7854e-05,15.1662,36770,557663,1.35203e+09,4.97142e+13,1.04858e+06
36772,6.9151e-05,15.1663,36772,557696,1.35218e+09,4.97224e+13,1.04858e+06
36774,6.7824e-05,15.1664,36774,557729,1.35233e+09,4.97305e+13,1.04858e+06
36776,6.7882e-05,15.1665,36776,557762,1.35247e+09,4.97386e+13,1.04858e+06
36778,6.8377e-05,15.1666,36778,557796,1.35262e+09,4.97467e+13,1.04858e+06
36780,7.0723e-05,15.1666,36780,557829,1.35277e+09,4.97548e+13,1.04858e+06
36782,7.1336e-05,15.1667,36782,557862,1.35292e+09,4.97629e+13,1.04858e+06
36784,6.761e-05,15.1668,36784,557895,1.35306e+09,4.97711e+13,1.04858e+06
36786,6.6796e-05,15.1669,36786,557928,1.35321e+09,4.97792e+13,1.04858e+06
36788,6.2718e-05,15.1669,36788,557962,1.35336e+09,4.97873e+13,1.04858e+06
36790,6.2066e-05,15.167,36790,557995,1.3535e+09,4.97954e+13,1.04858e+06
36792,6.5331e-05,15.1671,36792,558028,1.35365e+09,4.98035e+13,1.04858e+06
36794,6.2335e-05,15.1672,36794,558061,1.3538e+09,4.98117e+13,1.04858e+06
36796,6.4861e-05,15.1673,36796,558095,1.35395e+09,4.98198e+13,1.04858e+06
36798,6.6388e-05,15.1673,36798,558128,1.35409e+09,4.98279e+13,1.04858e+06
36800,6.5109e-05,15.1674,36800,558161,1.35424e+09,4.9836e+13,1.04858e+06
36802,6.3e-05,15.1675,36802,558194,1.35439e+09,4.98442e+13,1.04858e+06
36804,6.2128e-05,15.1676,36804,558227,1.35453e+09,4.98523e+13,1.04858e+06
36806,6.4275e-05,15.1677,36806,558261,1.35468e+09,4.98604e+13,1.04858e+06
36808,6.7255e-05,15.1677,36808,558294,1.35483e+09,4.98685e+13,1.04858e+06
36810,6.7199e-05,15.1678,36810,558327,1.35498e+09,4.98767e+13,1.04858e+06
36812,7.0431e-05,15.1679,36812,558360,1.35512e+09,4.98848e+13,1.04858e+06
36814,7.0333e-05,15.168,36814,558394,1.35527e+09,4.98929e+13,1.04858e+06
36816,6.7184e-05,15.168,36816,558427,1.35542e+09,4.99011e+13,1.04858e+06
36818,6.7478e-05,15.1681,36818,558460,1.35557e+09,4.99092e+13,1.04858e+06
36820,6.7136e-05,15.1682,36820,558493,1.35571e+09,4.99173e+13,1.04858e+06
36822,6.6809e-05,15.1683,36822,558526,1.35586e+09,4.99255e+13,1.04858e+06
36824,6.7834e-05,15.1684,36824,558560,1.35601e+09,4.99336e+13,1.04858e+06
36826,6.6907e-05,15.1684,36826,558593,1.35615e+09,4.99417e+13,1.04858e+06
36828,7.1737e-05,15.1685,36828,558626,1.3563e+09,4.99499e+13,1.04858e+06
36830,7.1507e-05,15.1686,36830,558659,1.35645e+09,4.9958e+13,1.04858e+06
36832,6.7477e-05,15.1687,36832,558693,1.3566e+09,4.99662e+13,1.04858e+06
36834,6.4751e-05,15.1688,36834,558726,1.35674e+09,4.99743e+13,1.04858e+06
36836,6.1616e-05,15.1688,36836,558759,1.35689e+09,4.99824e+13,1.04858e+06
36838,6.3117e-05,15.1689,36838,558792,1.35704e+09,4.99906e+13,1.04858e+06
36840,7.5316e-05,15.169,36840,558825,1.35719e+09,4.99987e+13,1.04858e+06
36842,7.8697e-05,15.1691,36842,558859,1.35733e+09,5.00069e+13,1.04858e+06
36844,7.4185e-05,15.1691,36844,558892,1.35748e+09,5.0015e+13,1.04858e+06
36846,7.6413e-05,15.1692,36846,558925,1.35763e+09,5.00232e+13,1.04858e+06
36848,7.247e-05,15.1693,36848,558958,1.35778e+09,5.00313e+13,1.04858e+06
36850,6.7278e-05,15.1694,36850,558992,1.35792e+09,5.00394e+13,1.04858e+06
36852,7.0394e-05,15.1695,36852,559025,1.35807e+09,5.00476e+13,1.04858e+06
36854,6.6563e-05,15.1695,36854,559058,1.35822e+09,5.00557e+13,1.04858e+06
36856,8.6273e-05,15.1696,36856,559091,1.35836e+09,5.00639e+13,1.04858e+06
36858,6.8465e-05,15.1697,36858,559124,1.35851e+09,5.0072e+13,1.04858e+06
36860,7.1783e-05,15.1698,36860,559158,1.35866e+09,5.00802e+13,1.04858e+06
36862,7.3701e-05,15.1698,36862,559191,1.35881e+09,5.00883e+13,1.04858e+06
36864,6.7612e-05,15.1699,36864,559224,1.35895e+09,5.00965e+13,1.04858e+06
36866,7.3759e-05,15.17,36866,559257,1.3591e+09,5.01047e+13,1.04858e+06
36868,6.5554e-05,15.1701,36868,559291,1.35925e+09,5.01128e+13,1.04858e+06
36870,6.7438e-05,15.1702,36870,559324,1.3594e+09,5.0121e+13,1.04858e+06
36872,6.7396e-05,15.1702,36872,559357,1.35954e+09,5.01291e+13,1.04858e+06
36874,6.7441e-05,15.1703,36874,559390,1.35969e+09,5.01373e+13,1.04858e+06
36876,7.0937e-05,15.1704,36876,559423,1.35984e+09,5.01454e+13,1.04858e+06
36878,7.3176e-05,15.1705,36878,559457,1.35999e+09,5.01536e+13,1.04858e+06
36880,6.5962e-05,15.1706,36880,559490,1.36013e+09,5.01618e+13,1.04858e+06
36882,6.6989e-05,15.1706,36882,559523,1.36028e+09,5.01699e+13,1.04858e+06
36884,7.28e-05,15.1707,36884,559556,1.36043e+09,5.01781e+13,1.04858e+06
36886,7.0671e-05,15.1708,36886,559590,1.36058e+09,5.01862e+13,1.04858e+06
36888,6.8992e-05,15.1709,36888,559623,1.36072e+09,5.01944e+13,1.04858e+06
36890,8.3149e-05,15.1709,36890,559656,1.36087e+09,5.02026e+13,1.04858e+06
36892,7.3596e-05,15.171,36892,559689,1.36102e+09,5.02107e+13,1.04858e+06
36894,7.1678e-05,15.1711,36894,559723,1.36117e+09,5.02189e+13,1.04858e+06
36896,7.2184e-05,15.1712,36896,559756,1.36131e+09,5.02271e+13,1.04858e+06
36898,6.7506e-05,15.1713,36898,559789,1.36146e+09,5.02352e+13,1.04858e+06
36900,6.6947e-05,15.1713,36900,559822,1.36161e+09,5.02434e+13,1.04858e+06
36902,6.5552e-05,15.1714,36902,559855,1.36176e+09,5.02516e+13,1.04858e+06
36904,6.7377e-05,15.1715,36904,559889,1.36191e+09,5.02598e+13,1.04858e+06
36906,6.7584e-05,15.1716,36906,559922,1.36205e+09,5.02679e+13,1.04858e+06
36908,7.1902e-05,15.1716,36908,559955,1.3622e+09,5.02761e+13,1.04858e+06
36910,7.0555e-05,15.1717,36910,559988,1.36235e+09,5.02843e+13,1.04858e+06
36912,6.6356e-05,15.1718,36912,560022,1.3625e+09,5.02924e+13,1.04858e+06
36914,6.6938e-05,15.1719,36914,560055,1.36264e+09,5.03006e+13,1.04858e+06
36916,6.8085e-05,15.172,36916,560088,1.36279e+09,5.03088e+13,1.04858e+06
36918,6.6595e-05,15.172,36918,560121,1.36294e+09,5.0317e+13,1.04858e+06
36920,6.7837e-05,15.1721,36920,560154,1.36309e+09,5.03251e+13,1.04858e+06
36922,7.2345e-05,15.1722,36922,560188,1.36323e+09,5.03333e+13,1.04858e+06
36924,7.3938e-05,15.1723,36924,560221,1.36338e+09,5.03415e+13,1.04858e+06
36926,7.3716e-05,15.1723,36926,560254,1.36353e+09,5.03497e+13,1.04858e+06
36928,6.6409e-05,15.1724,36928,560287,1.36368e+09,5.03579e+13,1.04858e+06
36930,7.0385e-05,15.1725,36930,560321,1.36382e+09,5.03661e+13,1.04858e+06
36932,6.8222e-05,15.1726,36932,560354,1.36397e+09,5.03742e+13,1.04858e+06
36934,6.6848e-05,15.1727,36934,560387,1.36412e+09,5.03824e+13,1.04858e+06
36936,6.6835e-05,15.1727,36936,560420,1.36427e+09,5.03906e+13,1.04858e+06
36938,6.6162e-05,15.1728,36938,560454,1.36442e+09,5.03988e+13,1.04858e+06
36940,7.1936e-05,15.1729,36940,560487,1.36456e+09,5.0407e+13,1.04858e+06
36942,7.0196e-05,15.173,36942,560520,1.36471e+09,5.04152e+13,1.04858e+06
36944,6.5315e-05,15.1731,36944,560553,1.36486e+09,5.04234e+13,1.04858e+06
36946,6.5732e-05,15.1731,36946,560586,1.36501e+09,5.04315e+13,1.04858e+06
36948,6.545e-05,15.1732,36948,560620,1.36515e+09,5.04397e+13,1.04858e+06
36950,6.5855e-05,15.1733,36950,560653,1.3653e+09,5.04479e+13,1.04858e+06
36952,6.7279e-05,15.1734,36952,560686,1.36545e+09,5.04561e+13,1.04858e+06
36954,6.5728e-05,15.1734,36954,560719,1.3656e+09,5.04643e+13,1.04858e+06
36956,9.3971e-05,15.1735,36956,560753,1.36575e+09,5.04725e+13,1.04858e+06
36958,7.295e-05,15.1736,36958,560786,1.36589e+09,5.04807e+13,1.04858e+06
36960,6.6365e-05,15.1737,36960,560819,1.36604e+09,5.04889e+13,1.04858e+06
36962,6.8152e-05,15.1738,36962,560852,1.36619e+09,5.04971e+13,1.04858e+06
36964,6.6342e-05,15.1738,36964,560886,1.36634e+09,5.05053e+13,1.04858e+06
36966,6.6053e-05,15.1739,36966,560919,1.36649e+09,5.05135e+13,1.04858e+06
36968,6.2218e-05,15.174,36968,560952,1.36663e+09,5.05217e+13,1.04858e+06
36970,6.1109e-05,15.1741,36970,560985,1.36678e+09,5.05299e+13,1.04858e+06
36972,6.8503e-05,15.1741,36972,561019,1.36693e+09,5.05381e+13,1.04858e+06
36974,0.000101015,15.1742,36974,561052,1.36708e+09,5.05463e+13,1.04858e+06
36976,6.2855e-05,15.1743,36976,561085,1.36722e+09,5.05545e+13,1.04858e+06
36978,6.1923e-05,15.1744,36978,561118,1.36737e+09,5.05627e+13,1.04858e+06
36980,6.0731e-05,15.1745,36980,561151,1.36752e+09,5.05709e+13,1.04858e+06
36982,6.1978e-05,15.1745,36982,561185,1.36767e+09,5.05791e+13,1.04858e+06
36984,6.149e-05,15.1746,36984,561218,1.36782e+09,5.05873e+13,1.04858e+06
36986,7.7176e-05,15.1747,36986,561251,1.36796e+09,5.05955e+13,1.04858e+06
36988,6.9416e-05,15.1748,36988,561284,1.36811e+09,5.06037e+13,1.04858e+06
36990,6.7854e-05,15.1748,36990,561318,1.36826e+09,5.06119e+13,1.04858e+06
36992,6.1362e-05,15.1749,36992,561351,1.36841e+09,5.06202e+13,1.04858e+06
36994,6.1935e-05,15.175,36994,561384,1.36856e+09,5.06284e+13,1.04858e+06
36996,6.2675e-05,15.1751,36996,561417,1.3687e+09,5.06366e+13,1.04858e+06
36998,6.8561e-05,15.1752,36998,561451,1.36885e+09,5.06448e+13,1.04858e+06
37000,6.5374e-05,15.1752,37000,561484,1.369e+09,5.0653e+13,1.04858e+06
37002,6.5255e-05,15.1753,37002,561517,1.36915e+09,5.06612e+13,1.04858e+06
37004,7.2622e-05,15.1754,37004,561550,1.3693e+09,5.06694e+13,1.04858e+06
37006,6.7058e-05,15.1755,37006,561584,1.36944e+09,5.06776e+13,1.04858e+06
37008,7.6022e-05,15.1755,37008,561617,1.36959e+09,5.06859e+13,1.04858e+06
37010,6.1802e-05,15.1756,37010,561650,1.36974e+09,5.06941e+13,1.04858e+06
37012,6.0426e-05,15.1757,37012,561683,1.36989e+09,5.07023e+13,1.04858e+06
37014,6.1415e-05,15.1758,37014,561716,1.37004e+09,5.07105e+13,1.04858e+06
37016,9.6982e-05,15.1759,37016,561750,1.37018e+09,5.07187e+13,1.04858e+06
37018,7.7309e-05,15.1759,37018,561783,1.37033e+09,5.0727e+13,1.04858e+06
37020,6.9094e-05,15.176,37020,561816,1.37048e+09,5.07352e+13,1.04858e+06
37022,6.8863e-05,15.1761,37022,561849,1.37063e+09,5.07434e+13,1.04858e+06
37024,6.1711e-05,15.1762,37024,561883,1.37078e+09,5.07516e+13,1.04858e+06
37026,6.1345e-05,15.1763,37026,561916,1.37092e+09,5.07599e+13,1.04858e+06
37028,6.0871e-05,15.1763,37028,561949,1.37107e+09,5.07681e+13,1.04858e+06
37030,6.5791e-05,15.1764,37030,561982,1.37122e+09,5.07763e+13,1.04858e+06
37032,6.6104e-05,15.1765,37032,562016,1.37137e+09,5.07845e+13,1.04858e+06
37034,6.6001e-05,15.1766,37034,562049,1.37152e+09,5.07928e+13,1.04858e+06
37036,7.3092e-05,15.1766,37036,562082,1.37167e+09,5.0801e+13,1.04858e+06
37038,9.1481e-05,15.1767,37038,562115,1.37181e+09,5.08092e+13,1.04858e+06
37040,6.6451e-05,15.1768,37040,562149,1.37196e+09,5.08175e+13,1.04858e+06
37042,6.6436e-05,15.1769,37042,562182,1.37211e+09,5.08257e+13,1.04858e+06
37044,6.6538e-05,15.177,37044,562215,1.37226e+09,5.08339e+13,1.04858e+06
37046,6.6356e-05,15.177,37046,562248,1.37241e+09,5.08422e+13,1.04858e+06
37048,6.6138e-05,15.1771,37048,562281,1.37255e+09,5.08504e+13,1.04858e+06
37050,6.5901e-05,15.1772,37050,562315,1.3727e+09,5.08586e+13,1.04858e+06
37052,7.5054e-05,15.1773,37052,562348,1.37285e+09,5.08669e+13,1.04858e+06
37054,7.469e-05,15.1773,37054,562381,1.373e+09,5.08751e+13,1.04858e+06
37056,6.6084e-05,15.1774,37056,562414,1.37315e+09,5.08833e+13,1.04858e+06
37058,6.6932e-05,15.1775,37058,562448,1.3733e+09,5.08916e+13,1.04858e+06
37060,6.6953e-05,15.1776,37060,562481,1.37344e+09,5.08998e+13,1.04858e+06
37062,6.6598e-05,15.1777,37062,562514,1.37359e+09,5.09081e+13,1.04858e+06
37064,6.4725e-05,15.1777,37064,562547,1.37374e+09,5.09163e+13,1.04858e+06
37066,6.2244e-05,15.1778,37066,562581,1.37389e+09,5.09245e+13,1.04858e+06
37068,6.7706e-05,15.1779,37068,562614,1.37404e+09,5.09328e+13,1.04858e+06
37070,6.6768e-05,15.178,37070,562647,1.37418e+09,5.0941e+13,1.04858e+06
37072,6.2551e-05,15.178,37072,562680,1.37433e+09,5.09493e+13,1.04858e+06
37074,6.1179e-05,15.1781,37074,562714,1.37448e+09,5.09575e+13,1.04858e+06
37076,6.247e-05,15.1782,37076,562747,1.37463e+09,5.09658e+13,1.04858e+06
37078,6.2654e-05,15.1783,37078,562780,1.37478e+09,5.0974e+13,1.04858e+06
37080,5.9874e-05,15.1784,37080,562813,1.37493e+09,5.09823e+13,1.04858e+06
37082,6.1979e-05,15.1784,37082,562847,1.37507e+09,5.09905e+13,1.04858e+06
37084,7.2683e-05,15.1785,37084,562880,1.37522e+09,5.09988e+13,1.04858e+06
37086,6.9011e-05,15.1786,37086,562913,1.37537e+09,5.1007e+13,1.04858e+06
37088,6.2839e-05,15.1787,37088,562946,1.37552e+09,5.10153e+13,1.04858e+06
37090,6.0532e-05,15.1787,37090,562980,1.37567e+09,5.10235e+13,1.04858e+06
37092,6.172e-05,15.1788,37092,563013,1.37582e+09,5.10318e+13,1.04858e+06
37094,7.6534e-05,15.1789,37094,563046,1.37596e+09,5.104e+13,1.04858e+06
37096,6.6708e-05,15.179,37096,563079,1.37611e+09,5.10483e+13,1.04858e+06
37098,6.4798e-05,15.1791,37098,563113,1.37626e+09,5.10566e+13,1.04858e+06
37100,7.0717e-05,15.1791,37100,563146,1.37641e+09,5.10648e+13,1.04858e+06
37102,6.8913e-05,15.1792,37102,563179,1.37656e+09,5.10731e+13,1.04858e+06
37104,6.1931e-05,15.1793,37104,563212,1.37671e+09,5.10813e+13,1.04858e+06
37106,6.1064e-05,15.1794,37106,563246,1.37686e+09,5.10896e+13,1.04858e+06
37108,6.2374e-05,15.1794,37108,563279,1.377e+09,5.10979e+13,1.04858e+06
37110,6.0991e-05,15.1795,37110,563312,1.37715e+09,5.11061e+13,1.04858e+06
37112,6.1651e-05,15.1796,37112,563345,1.3773e+09,5.11144e+13,1.04858e+06
37114,6.2067e-05,15.1797,37114,563378,1.37745e+09,5.11226e+13,1.04858e+06
37116,6.672e-05,15.1798,37116,563412,1.3776e+09,5.11309e+13,1.04858e+06
37118,0.00010062,15.1798,37118,563445,1.37775e+09,5.11392e+13,1.04858e+06
37120,6.1856e-05,15.1799,37120,563478,1.37789e+09,5.11474e+13,1.04858e+06
37122,6.1739e-05,15.18,37122,563511,1.37804e+09,5.11557e+13,1.04858e+06
37124,6.4907e-05,15.1801,37124,563545,1.37819e+09,5.1164e+13,1.04858e+06
37126,6.1497e-05,15.1801,37126,563578,1.37834e+09,5.11722e+13,1.04858e+06
37128,6.2357e-05,15.1802,37128,563611,1.37849e+09,5.11805e+13,1.04858e+06
37130,6.4527e-05,15.1803,37130,563644,1.37864e+09,5.11888e+13,1.04858e+06
37132,9.5757e-05,15.1804,37132,563678,1.37879e+09,5.11971e+13,1.04858e+06
37134,6.5127e-05,15.1805,37134,563711,1.37893e+09,5.12053e+13,1.04858e+06
37136,6.2472e-05,15.1805,37136,563744,1.37908e+09,5.12136e+13,1.04858e+06
37138,6.1501e-05,15.1806,37138,563777,1.37923e+09,5.12219e+13,1.04858e+06
37140,6.2609e-05,15.1807,37140,563811,1.37938e+09,5.12302e+13,1.04858e+06
37142,6.1772e-05,15.1808,37142,563844,1.37953e+09,5.12384e+13,1.04858e+06
37144,9.9053e-05,15.1808,37144,563877,1.37968e+09,5.12467e+13,1.04858e+06
37146,6.1649e-05,15.1809,37146,563910,1.37983e+09,5.1255e+13,1.04858e+06
37148,0.000102911,15.181,37148,563944,1.37997e+09,5.12633e+13,1.04858e+06
37150,6.5828e-05,15.1811,37150,563977,1.38012e+09,5.12716e+13,1.04858e+06
37152,6.1633e-05,15.1812,37152,564010,1.38027e+09,5.12798e+13,1.04858e+06
37154,6.2316e-05,15.1812,37154,564043,1.38042e+09,5.12881e+13,1.04858e+06
37156,6.2809e-05,15.1813,37156,564077,1.38057e+09,5.12964e+13,1.04858e+06
37158,6.1285e-05,15.1814,37158,564110,1.38072e+09,5.13047e+13,1.04858e+06
37160,6.1859e-05,15.1815,37160,564143,1.38087e+09,5.1313e+13,1.04858e+06
37162,7.8835e-05,15.1815,37162,564176,1.38101e+09,5.13213e+13,1.04858e+06
37164,6.5793e-05,15.1816,37164,564210,1.38116e+09,5.13295e+13,1.04858e+06
37166,0.000103608,15.1817,37166,564243,1.38131e+09,5.13378e+13,1.04858e+06
37168,6.1771e-05,15.1818,37168,564276,1.38146e+09,5.13461e+13,1.04858e+06
37170,6.2262e-05,15.1819,37170,564309,1.38161e+09,5.13544e+13,1.04858e+06
37172,6.1675e-05,15.1819,37172,564343,1.38176e+09,5.13627e+13,1.04858e+06
37174,6.1314e-05,15.182,37174,564376,1.38191e+09,5.1371e+13,1.04858e+06
37176,6.1773e-05,15.1821,37176,564409,1.38205e+09,5.13793e+13,1.04858e+06
37178,6.0294e-05,15.1822,37178,564442,1.3822e+09,5.13876e+13,1.04858e+06
37180,6.4534e-05,15.1822,37180,564476,1.38235e+09,5.13959e+13,1.04858e+06
37182,6.6187e-05,15.1823,37182,564509,1.3825e+09,5.14042e+13,1.04858e+06
37184,6.1549e-05,15.1824,37184,564542,1.38265e+09,5.14125e+13,1.04858e+06
37186,6.182e-05,15.1825,37186,564575,1.3828e+09,5.14207e+13,1.04858e+06
37188,6.1342e-05,15.1825,37188,564609,1.38295e+09,5.1429e+13,1.04858e+06
37190,6.1693e-05,15.1826,37190,564642,1.3831e+09,5.14373e+13,1.04858e+06
37192,9.4044e-05,15.1827,37192,564675,1.38324e+09,5.14456e+13,1.04858e+06
37194,6.222e-05,15.1828,37194,564708,1.38339e+09,5.14539e+13,1.04858e+06
37196,6.5525e-05,15.1829,37196,564742,1.38354e+09,5.14622e+13,1.04858e+06
37198,7.7568e-05,15.1829,37198,564775,1.38369e+09,5.14705e+13,1.04858e+06
37200,6.5566e-05,15.183,37200,564808,1.38384e+09,5.14788e+13,1.04858e+06
37202,6.2378e-05,15.1831,37202,564841,1.38399e+09,5.14872e+13,1.04858e+06
37204,6.1592e-05,15.1832,37204,564875,1.38414e+09,5.14955e+13,1.04858e+06
37206,6.1731e-05,15.1832,37206,564908,1.38429e+09,5.15038e+13,1.04858e+06
37208,6.1893e-05,15.1833,37208,564941,1.38444e+09,5.15121e+13,1.04858e+06
37210,6.1818e-05,15.1834,37210,564974,1.38458e+09,5.15204e+13,1.04858e+06
37212,6.5459e-05,15.1835,37212,565008,1.38473e+09,5.15287e+13,1.04858e+06
37214,6.9013e-05,15.1836,37214,565041,1.38488e+09,5.1537e+13,1.04858e+06
37216,8.3655e-05,15.1836,37216,565074,1.38503e+09,5.15453e+13,1.04858e+06
37218,6.7461e-05,15.1837,37218,565107,1.38518e+09,5.15536e+13,1.04858e+06
37220,8.6353e-05,15.1838,37220,565141,1.38533e+09,5.15619e+13,1.04858e+06
37222,6.7426e-05,15.1839,37222,565174,1.38548e+09,5.15702e+13,1.04858e+06
37224,6.6373e-05,15.1839,37224,565207,1.38563e+09,5.15785e+13,1.04858e+06
37226,6.6405e-05,15.184,37226,565240,1.38578e+09,5.15869e+13,1.04858e+06
37228,7.0597e-05,15.1841,37228,565274,1.38592e+09,5.15952e+13,1.04858e+06
37230,6.97e-05,15.1842,37230,565307,1.38607e+09,5.16035e+13,1.04858e+06
37232,6.6301e-05,15.1843,37232,565340,1.38622e+09,5.16118e+13,1.04858e+06
37234,6.3163e-05,15.1843,37234,565373,1.38637e+09,5.16201e+13,1.04858e+06
37236,7.7016e-05,15.1844,37236,565407,1.38652e+09,5.16284e+13,1.04858e+06
37238,6.3042e-05,15.1845,37238,565440,1.38667e+09,5.16368e+13,1.04858e+06
37240,6.164e-05,15.1846,37240,565473,1.38682e+09,5.16451e+13,1.04858e+06
37242,6.1773e-05,15.1846,37242,565506,1.38697e+09,5.16534e+13,1.04858e+06
37244,6.8378e-05,15.1847,37244,565540,1.38712e+09,5.16617e+13,1.04858e+06
37246,6.7203e-05,15.1848,37246,565573,1.38726e+09,5.16701e+13,1.04858e+06
37248,6.2984e-05,15.1849,37248,565606,1.38741e+09,5.16784e+13,1.04858e+06
37250,6.3169e-05,15.185,37250,565639,1.38756e+09,5.16867e+13,1.04858e+06
37252,6.1859e-05,15.185,37252,565673,1.38771e+09,5.1695e+13,1.04858e+06
37254,6.27e-05,15.1851,37254,565706,1.38786e+09,5.17034e+13,1.04858e+06
37256,6.3996e-05,15.1852,37256,565739,1.38801e+09,5.17117e+13,1.04858e+06
37258,6.2049e-05,15.1853,37258,565773,1.38816e+09,5.172e+13,1.04858e+06
37260,6.8129e-05,15.1853,37260,565806,1.38831e+09,5.17283e+13,1.04858e+06
